class_id,class_oredr,class_id,class_oredr,class_id,class_oredr,class_id,class_oredr,class_id,class_oredr,class_id,class_oredr
101,I,2,"II BBA TALLY, I BCOM PA -MS OFF TALLY",1,FREE,2,I BCOM IT -MS OFF,,,,
102,II,3,"III BCOM -MS OFF, TALLY",,,2,"II BBA -TALLY, I BCOM PA -MS OFF TALLY",,,,
103,III,3,I BCOM IT -MS OFF,,,2,III BCOM CA A -C++,,,,
104,IV,3,III BCA -CASE TOOLS,,,2,III BCOM CA B -C++,,,,
105,V,2,II MSC MAT - C++,1,FREE,2,III BCOM CA A -C++,,,,
106,VI,3,FREE,,,2,III BCOM CA B -C++,,,,
